,num_agents,agents_done,total_reward,nr_start_goal,nr_extra,grid_width,grid_height,evaluation_round,steps_needed
0,1,0,-200.0,2,1,20,20,1,200
1,1,1,-29.0,2,1,20,20,1,31
2,1,1,-20.0,2,1,20,20,1,22
3,1,1,-6.0,2,1,20,20,1,8
4,1,1,-4.0,2,1,20,20,1,6
5,1,1,-68.0,2,1,20,20,1,70
6,1,0,-200.0,2,1,20,20,1,200
7,1,1,-4.0,2,1,20,20,1,6
8,1,1,-18.0,2,1,20,20,1,20
9,1,1,-5.0,2,1,20,20,1,7
10,1,1,-51.0,2,1,20,20,1,53
11,1,1,-8.0,2,1,20,20,1,10
12,1,1,-2.0,2,1,20,20,1,4
13,1,1,-55.0,2,1,20,20,1,57
14,1,1,-11.0,2,1,20,20,1,13
15,1,1,-38.0,2,1,20,20,1,40
16,1,1,0.0,2,1,20,20,1,2
17,1,0,-200.0,2,1,20,20,1,200
18,1,1,-20.0,2,1,20,20,1,22
19,1,1,1.0,2,1,20,20,1,1
20,1,0,-202.0,6,6,20,20,2,200
21,1,1,-171.0,6,6,20,20,2,173
22,1,0,-200.0,6,6,20,20,2,200
23,1,1,-40.0,6,6,20,20,2,42
24,1,0,-200.0,6,6,20,20,2,200
25,1,1,-110.0,6,6,20,20,2,112
26,1,1,-57.0,6,6,20,20,2,59
27,1,0,-200.0,6,6,20,20,2,200
28,1,1,-28.0,6,6,20,20,2,30
29,1,1,-9.0,6,6,20,20,2,11
30,1,0,-202.0,6,6,20,20,2,200
31,1,1,-67.0,6,6,20,20,2,68
32,1,1,-163.0,6,6,20,20,2,165
33,1,1,-48.0,6,6,20,20,2,50
34,1,1,-119.0,6,6,20,20,2,121
35,1,1,-2.0,6,6,20,20,2,4
36,2,0,-400.0,6,6,20,20,3,200
37,2,0,-400.0,6,6,20,20,3,200
38,2,0,-400.0,6,6,20,20,3,200
39,2,0,-401.0,6,6,20,20,3,200
40,2,0,-400.0,6,6,20,20,3,200
41,2,1,-219.0,6,6,20,20,3,200
42,2,0,-400.0,6,6,20,20,3,200
43,2,2,-122.0,6,6,20,20,3,124
44,2,0,-400.0,6,6,20,20,3,200
45,2,1,-209.0,6,6,20,20,3,200
46,2,0,-400.0,6,6,20,20,3,200
47,2,1,-404.0,6,6,20,20,3,200
48,2,0,-400.0,6,6,20,20,3,200
49,2,1,-243.0,6,6,20,20,3,200
50,2,1,-221.0,6,6,20,20,3,200
51,2,1,-208.0,6,6,20,20,3,200
